country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,place_id,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,1/04/2022,-9,,-3,,2,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,2/04/2022,-2,,,,-6,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,4/04/2022,,,,,4,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,5/04/2022,,,,,5,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,6/04/2022,-6,,,,1,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,7/04/2022,-10,,,,5,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,8/04/2022,-8,,-9,,5,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,9/04/2022,-7,,,,-10,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,10/04/2022,2,,,,,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,11/04/2022,,,,,-5,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,12/04/2022,,,,,-1,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,13/04/2022,,,,,-9,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,14/04/2022,20,,,,-8,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,15/04/2022,-43,,,,-77,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,16/04/2022,13,,,,-19,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,18/04/2022,,,,,-69,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,19/04/2022,,,,,-17,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,20/04/2022,0,,,,-13,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,21/04/2022,1,,,,-9,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,22/04/2022,9,,-4,,-8,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,23/04/2022,14,,,,-11,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,25/04/2022,,,,,-70,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,26/04/2022,,,,,3,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,27/04/2022,-8,,,,8,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,28/04/2022,-9,,,,11,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,29/04/2022,0,,,,12,
AU,Australia,New South Wales,Singleton Shire Council,,,,ChIJK_mqZreVDGsRoPbcp__Zsm8,30/04/2022,-1,,,,1,
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,1/04/2022,-11,1,-59,-42,-26,7
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,2/04/2022,-7,-6,-49,-43,-19,3
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,3/04/2022,-11,-7,-18,-35,-18,1
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,4/04/2022,-16,-4,-5,-39,-26,7
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,5/04/2022,-16,-6,-29,-39,-26,7
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,6/04/2022,-17,0,-62,-46,-28,10
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,7/04/2022,-24,-7,-63,-44,-32,12
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,8/04/2022,-12,2,-62,-39,-29,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,9/04/2022,-7,-4,-58,-33,-19,3
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,10/04/2022,-9,-10,-34,-23,-22,1
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,11/04/2022,-10,-5,3,-34,-36,7
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,12/04/2022,-9,2,-41,-33,-36,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,13/04/2022,-8,8,-49,-35,-37,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,14/04/2022,-1,33,-29,-30,-39,5
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,15/04/2022,-51,-76,17,-47,-85,19
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,16/04/2022,-10,13,-32,-23,-37,2
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,17/04/2022,-53,-82,-10,-12,-40,0
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,18/04/2022,2,3,63,-47,-84,15
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,19/04/2022,-12,0,-34,-36,-41,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,20/04/2022,-10,0,-21,-31,-39,9
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,21/04/2022,-10,-1,-41,-32,-37,9
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,22/04/2022,-10,3,-54,-33,-38,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,23/04/2022,-7,-3,-40,-27,-21,2
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,24/04/2022,-10,-9,-27,-14,-20,-1
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,25/04/2022,-12,-20,22,-51,-83,19
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,26/04/2022,-11,14,-54,-42,-28,9
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,27/04/2022,-14,9,-50,-35,-24,8
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,28/04/2022,-15,6,-43,-33,-23,7
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,29/04/2022,-11,6,-34,-35,-22,5
AU,Australia,New South Wales,Sutherland Shire Council,,,,ChIJz18KO-_GEmsRe3usN31cxv0,30/04/2022,-5,-3,-49,-40,-19,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,1/04/2022,12,0,4,-30,1,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,2/04/2022,23,-4,8,,-1,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,3/04/2022,21,2,-1,,-7,
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,4/04/2022,14,4,-8,-7,1,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,5/04/2022,13,2,-2,-13,2,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,6/04/2022,11,-8,8,-19,2,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,7/04/2022,13,6,6,-21,1,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,8/04/2022,17,3,6,-11,0,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,9/04/2022,19,-2,0,,-5,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,10/04/2022,20,2,16,,-9,
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,11/04/2022,16,6,3,-13,-9,4
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,12/04/2022,20,11,21,-31,-9,4
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,13/04/2022,23,9,22,-17,-9,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,14/04/2022,34,45,,-9,-15,-1
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,15/04/2022,-49,-89,76,-37,-76,17
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,16/04/2022,38,29,56,-49,-28,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,17/04/2022,-17,-74,103,,-33,
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,18/04/2022,41,16,,-24,-67,11
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,19/04/2022,47,19,,-20,-13,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,20/04/2022,49,4,,-3,-11,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,21/04/2022,53,13,,-13,-12,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,22/04/2022,56,18,,-10,-15,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,23/04/2022,65,11,132,,-5,0
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,24/04/2022,50,9,105,,-11,
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,25/04/2022,-3,-18,30,-31,-69,16
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,26/04/2022,17,19,6,-22,0,3
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,27/04/2022,15,10,8,-9,7,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,28/04/2022,17,16,28,-5,5,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,29/04/2022,21,8,12,-16,4,2
AU,Australia,New South Wales,Tamworth Regional Council,,,,ChIJrzBUXf12oGsRSoi8IcpLBU4,30/04/2022,28,5,6,,-2,3
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,1/04/2022,-1,14,11,-37,-20,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,2/04/2022,2,7,39,-32,3,3
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,3/04/2022,0,10,70,-38,-9,3
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,4/04/2022,-14,10,44,-35,-15,9
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,5/04/2022,-10,10,52,-32,-18,9
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,6/04/2022,-8,-3,-18,-38,-18,11
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,7/04/2022,-10,-4,-5,-39,-21,12
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,8/04/2022,2,15,2,-39,-22,9
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,9/04/2022,3,7,6,-35,2,3
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,10/04/2022,-2,2,70,-32,-8,3
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,11/04/2022,-10,6,57,-38,-30,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,12/04/2022,-5,16,39,-42,-30,11
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,13/04/2022,2,5,11,-42,-30,11
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,14/04/2022,14,31,61,-36,-33,7
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,15/04/2022,-58,-81,88,-59,-85,17
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,16/04/2022,-9,13,30,-28,-20,2
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,17/04/2022,-58,-82,73,-29,-38,1
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,18/04/2022,0,19,68,-58,-82,13
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,19/04/2022,-7,14,41,-43,-35,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,20/04/2022,-1,0,45,-37,-32,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,21/04/2022,-2,-1,69,-38,-32,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,22/04/2022,2,10,11,-41,-35,10
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,23/04/2022,-3,-3,119,-15,0,1
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,24/04/2022,-1,-5,100,-7,-9,-1
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,25/04/2022,-7,-4,77,-61,-82,19
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,26/04/2022,-5,24,28,-38,-22,11
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,27/04/2022,-5,8,5,-28,-13,9
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,28/04/2022,-4,6,36,-27,-14,9
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,29/04/2022,2,16,55,-25,-15,6
AU,Australia,New South Wales,The Hills Shire,,,,ChIJlxNxTBteDWsRZ4vDrgj2qb0,30/04/2022,6,14,81,-24,5,3
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,1/04/2022,,,,,12,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,4/04/2022,,,,,14,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,5/04/2022,,,,,12,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,6/04/2022,,,,,8,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,7/04/2022,,,,,12,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,8/04/2022,,,,,15,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,11/04/2022,,,,,0,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,12/04/2022,,,,,-2,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,13/04/2022,,,,,-5,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,14/04/2022,,,,,-3,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,15/04/2022,,,,,-62,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,18/04/2022,,,,,-55,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,19/04/2022,,,,,-11,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,20/04/2022,,,,,-6,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,21/04/2022,,,,,-6,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,22/04/2022,,,,,2,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,25/04/2022,,,,,-44,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,26/04/2022,,,,,7,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,27/04/2022,,,,,15,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,28/04/2022,,,,,20,
AU,Australia,New South Wales,Tumut Council,,,,ChIJY6ZhC1iqImsR_jpWByapnDc,29/04/2022,,,,,20,
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,1/04/2022,-12,0,-26,-49,-5,0
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,2/04/2022,-13,-3,-16,-53,-9,0
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,3/04/2022,-9,-4,-28,-57,-12,0
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,4/04/2022,-11,5,-25,-42,2,0
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,5/04/2022,-12,3,-10,-40,-6,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,6/04/2022,-15,-1,-16,-50,-6,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,7/04/2022,-13,-3,-10,-44,-7,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,8/04/2022,-11,-1,-27,-43,-6,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,9/04/2022,-12,0,-33,-55,-13,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,10/04/2022,-9,-8,-29,-51,-14,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,11/04/2022,-5,3,-21,-42,-8,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,12/04/2022,-6,3,-5,-44,-15,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,13/04/2022,-6,5,-20,-50,-17,4
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,14/04/2022,3,32,-1,-31,-17,-1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,15/04/2022,-45,-68,3,-52,-68,14
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,16/04/2022,-3,25,-7,-49,-21,3
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,17/04/2022,-16,-16,-17,-41,-27,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,18/04/2022,-13,-12,5,-44,-61,9
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,19/04/2022,-8,5,-9,-41,-16,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,20/04/2022,-13,-2,-8,-44,-16,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,21/04/2022,-12,0,-10,-45,-17,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,22/04/2022,-10,-1,-27,-55,-15,4
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,23/04/2022,-12,-1,-30,-51,-16,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,24/04/2022,-8,-5,-40,-50,-17,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,25/04/2022,-21,-23,-6,-55,-62,12
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,26/04/2022,-8,13,-26,-51,-9,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,27/04/2022,-15,7,-31,-42,-6,2
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,28/04/2022,-12,8,-16,-42,-5,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,29/04/2022,-10,6,-18,-44,-3,1
AU,Australia,New South Wales,Tweed Shire Council,,,,ChIJW9VpO6rvkGsRJdQ1siH39ic,30/04/2022,-9,1,-16,-54,-15,1
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,1/04/2022,2,7,-14,-21,14,0
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,2/04/2022,8,4,-13,-21,-2,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,3/04/2022,9,19,-17,-27,-4,1
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,4/04/2022,-5,11,-12,-38,14,0
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,5/04/2022,-4,4,-16,-19,10,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,6/04/2022,-5,7,-24,-31,12,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,7/04/2022,-2,8,-23,-25,8,3
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,8/04/2022,6,8,-33,-20,12,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,9/04/2022,11,6,39,-13,-5,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,10/04/2022,14,16,15,,-4,1
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,11/04/2022,5,20,-14,-24,-2,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,12/04/2022,6,17,-11,-20,-8,3
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,13/04/2022,5,26,-21,-20,-5,3
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,14/04/2022,20,57,-11,-7,-8,-1
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,15/04/2022,-58,-90,-4,-8,-75,16
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,16/04/2022,6,37,-2,-36,-20,2
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,17/04/2022,-43,-80,17,-26,-32,
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,18/04/2022,-2,17,-16,-18,-67,9
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,19/04/2022,1,23,-45,-4,-11,5
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,20/04/2022,3,22,-16,-24,-6,4
AU,Australia,New South Wales,Wagga Wagga City Council,,,,ChIJ_wpT_mGeGGsRhxTOR7dH5dI,21/04/2022,3,18,-13,-26,-7,3
